state_data,loc_1,loc_2,loc_3,loc_4,loc_5,loc_6,loc_7,loc_8,loc_9,loc_10,loc_11,loc_12,pAVG,pSTD
stand,12,12,870,942,12,12,12,12,12,13,12,12,161.1,348.3
stand,0,0,869,942,0,0,0,0,0,0,0,0,150.9,352.8
stand,6,6,883,947,6,6,7,4,4,6,6,7,157.3,354.2
stand,11,12,869,949,12,12,12,12,11,12,12,12,161.3,349.7
stand,12,12,866,945,13,12,12,12,12,13,12,12,161.1,348.1
stand,0,0,807,937,0,0,0,0,0,0,0,0,145.3,340.6
stand,6,6,288,922,7,6,397,206,6,6,7,4,155.1,277.1
stand,12,12,313,875,12,12,761,616,12,12,12,12,221.8,334.8
stand,12,12,12,615,12,12,821,816,12,12,12,12,196.7,337.8
stand,0,0,0,17,0,0,818,922,0,0,0,0,146.4,338.7
stand,6,6,5,17,6,6,572,929,6,6,7,4,130.8,299.3
stand,11,12,12,13,12,11,748,937,12,12,12,12,150.3,325.8
stand,12,12,12,13,11,12,807,936,12,12,12,12,155.3,335.7
stand,0,0,0,0,0,0,839,942,0,0,0,0,148.4,347.3
stand,5,7,4,4,6,6,863,939,6,6,6,5,154.8,349.0
stand,12,13,12,12,12,12,866,942,12,13,11,12,160.8,347.5
stand,12,12,12,12,12,12,869,944,12,12,12,12,161.1,348.6
stand,0,0,0,0,0,0,873,942,0,0,0,0,151.3,353.6
stand,6,6,5,4,6,6,851,944,6,6,7,5,154.3,347.7
stand,12,12,12,12,12,12,836,942,12,12,12,12,158.2,342.1
stand,12,11,12,12,12,12,814,942,12,12,12,12,156.3,338.2
stand,0,0,0,0,0,0,854,940,0,0,0,0,149.5,349.6
stand,6,6,4,4,6,6,873,939,6,6,6,5,155.6,350.8
stand,12,11,12,12,12,12,876,943,12,12,12,12,161.5,349.7
stand,12,12,12,12,12,12,874,941,12,12,12,12,161.3,348.9
stand,0,0,0,0,0,0,879,941,0,0,0,0,151.7,354.5
stand,6,6,5,4,6,6,869,940,6,6,6,5,155.4,350.2
stand,12,11,12,12,12,13,725,921,12,12,12,12,147.2,318.4
stand,12,12,12,12,12,12,750,786,12,12,12,13,138.1,294.3
stand,0,0,0,0,0,0,852,891,0,0,285,0,169.0,338.2
stand,6,6,7,4,3,6,735,908,3,7,450,408,211.9,329.6
stand,13,12,12,12,11,13,12,647,12,12,680,805,186.8,317.9
stand,12,12,12,12,12,12,11,12,12,12,496,928,128.6,287.7
stand,0,0,0,0,0,0,0,0,0,0,560,936,124.7,302.0
stand,6,6,5,4,6,6,6,5,5,6,400,945,116.7,284.4
stand,12,12,12,12,12,12,12,12,12,12,519,928,130.6,290.4
stand,12,12,12,12,12,12,12,12,12,12,680,939,144.9,315.3
stand,0,0,0,0,0,0,0,0,0,0,655,946,133.4,317.7
stand,6,6,5,4,6,6,6,5,4,6,741,930,143.8,325.6
stand,12,12,12,12,12,13,12,12,11,13,703,932,146.3,317.3
stand,12,12,12,13,12,12,12,12,12,12,761,926,150.7,325.5
stand,0,0,0,0,0,0,0,0,0,0,706,825,127.6,299.0
stand,6,6,7,4,4,6,6,7,4,4,677,837,130.7,294.5
stand,12,12,12,12,11,12,12,12,12,12,735,910,147.0,317.7
stand,12,12,12,12,13,12,12,12,12,12,736,907,147.0,317.2
stand,0,0,0,0,0,0,0,0,0,0,691,878,130.8,308.0
stand,6,6,7,4,4,6,6,7,5,4,714,895,138.7,313.4
stand,12,12,12,12,12,12,12,12,12,12,761,920,150.1,324.3
stand,12,13,12,12,12,12,12,12,12,12,721,911,146.1,315.5
stand,0,0,0,0,0,0,0,0,0,0,511,908,118.3,288.9
stand,6,7,7,5,4,6,6,7,4,5,147,922,93.8,264.0
stand,12,12,12,12,11,12,12,12,12,12,12,899,85.8,256.1
stand,11,13,12,12,12,11,13,12,12,12,11,799,77.5,227.2
stand,0,0,0,0,0,0,0,0,0,0,380,330,59.2,138.6
stand,5,6,5,4,6,6,6,5,4,5,804,7,71.9,230.5
stand,12,11,12,12,12,12,12,12,12,12,838,12,80.8,238.5
stand,12,12,12,11,12,12,12,12,12,718,787,12,135.3,288.7
stand,0,0,0,0,0,0,0,0,0,851,742,0,132.8,310.9
stand,6,6,4,4,5,6,6,4,4,923,614,5,132.3,304.4
stand,11,12,12,12,12,12,12,13,12,847,899,12,155.5,335.3
stand,11,12,12,13,12,12,12,13,11,885,687,12,141.0,304.2
stand,0,0,0,0,0,0,0,0,0,893,704,0,133.1,313.4
stand,6,6,5,5,6,6,7,5,4,906,826,5,148.9,335.4
stand,12,13,12,12,11,12,12,12,12,867,721,12,142.3,306.0
stand,12,12,12,11,12,12,12,12,12,841,485,12,120.4,264.6
stand,0,0,0,0,0,0,0,0,0,883,737,0,135.0,316.8
stand,6,6,5,4,6,6,6,4,4,888,755,5,141.3,319.0
stand,12,12,12,12,11,12,12,12,12,849,498,12,122.2,268.2
stand,12,12,12,12,12,12,12,12,12,848,513,12,123.4,269.8
stand,0,0,0,0,0,0,0,0,0,866,674,0,128.3,302.5
stand,6,6,4,4,5,6,6,5,4,863,603,4,126.3,288.7
stand,12,12,12,12,12,12,12,11,12,868,589,13,131.4,285.2
stand,11,12,12,13,12,12,12,13,12,861,620,12,133.5,288.1
stand,0,0,0,0,0,0,0,0,0,542,764,0,108.8,258.5
stand,6,6,6,4,5,6,6,7,4,479,704,7,103.3,233.0
stand,12,11,13,12,12,11,12,12,12,331,669,12,93.3,203.2
stand,12,12,12,12,12,12,13,12,12,749,509,12,114.9,245.5
stand,0,0,0,0,0,0,0,0,0,906,0,0,75.5,261.5
stand,6,6,5,4,6,6,6,5,802,883,6,4,144.9,326.3
stand,11,12,12,12,12,12,12,12,892,864,12,12,156.3,337.2
stand,11,12,13,12,12,11,13,12,940,844,12,12,158.7,343.2
stand,0,0,0,0,0,0,0,0,909,901,0,0,150.8,352.3
stand,6,6,5,4,6,7,6,5,920,809,6,5,148.8,335.2
stand,12,12,13,12,12,12,13,12,913,842,12,12,156.4,337.2
stand,12,12,12,12,12,13,12,12,907,820,12,12,154.0,331.9
stand,0,0,0,0,0,0,0,0,799,707,0,0,125.5,293.8
stand,5,6,5,4,6,6,6,4,822,727,6,5,133.5,300.1
stand,12,12,12,12,12,12,12,11,897,814,12,11,152.4,328.9
stand,12,12,12,12,13,12,12,12,895,813,12,12,152.4,328.2
stand,0,0,0,0,0,0,0,0,852,744,0,0,133.0,311.5
